"state","period_start","period_end","duration"
"Intermediate","2021-03-18 15:18:28+01","2021-03-18 15:18:29+01","00:00:01"
"Active","2021-03-18 15:18:29+01","2021-03-18 15:18:32+01","00:00:03"
"Intermediate","2021-03-18 15:18:32+01","2021-03-18 15:18:34+01","00:00:02"
"Active","2021-03-18 15:18:34+01","2021-03-18 15:18:37+01","00:00:03"
"Intermediate","2021-03-18 15:18:37+01","2021-03-18 15:18:42+01","00:00:05"
"Active","2021-03-18 15:18:42+01","2021-03-18 15:18:46+01","00:00:04"
"Intermediate","2021-03-18 15:18:46+01","2021-03-18 15:18:48+01","00:00:02"
"Active","2021-03-18 15:18:48+01","2021-03-18 15:18:49+01","00:00:01"
"Intermediate","2021-03-18 15:18:49+01","2021-03-18 15:18:51+01","00:00:02"
"Active","2021-03-18 15:18:51+01","2021-03-18 15:18:52+01","00:00:01"
"Intermediate","2021-03-18 15:18:52+01","2021-03-18 15:18:54+01","00:00:02"
"Active","2021-03-18 15:18:54+01","2021-03-18 15:18:55+01","00:00:01"
"Intermediate","2021-03-18 15:18:55+01","2021-03-18 15:18:56+01","00:00:01"
"Active","2021-03-18 15:18:56+01","2021-03-18 15:19:00+01","00:00:04"
"Intermediate","2021-03-18 15:19:00+01","2021-03-18 15:19:01+01","00:00:01"
"Active","2021-03-18 15:19:01+01","2021-03-18 15:19:03+01","00:00:02"
"Intermediate","2021-03-18 15:19:03+01","2021-03-18 15:19:04+01","00:00:01"
"Active","2021-03-18 15:19:04+01","2021-03-18 15:19:05+01","00:00:01"
"Intermediate","2021-03-18 15:19:05+01","2021-03-18 15:19:09+01","00:00:04"
"Active","2021-03-18 15:19:09+01","2021-03-18 15:19:11+01","00:00:02"
"Intermediate","2021-03-18 15:19:11+01","2021-03-18 15:19:12+01","00:00:01"
"Active","2021-03-18 15:19:12+01","2021-03-18 15:19:13+01","00:00:01"
"Intermediate","2021-03-18 15:19:13+01","2021-03-18 15:19:15+01","00:00:02"
"Active","2021-03-18 15:19:15+01","2021-03-18 15:19:16+01","00:00:01"
"Intermediate","2021-03-18 15:19:16+01","2021-03-18 15:19:19+01","00:00:03"
"Active","2021-03-18 15:19:19+01","2021-03-18 15:19:20+01","00:00:01"
"Intermediate","2021-03-18 15:19:20+01","2021-03-18 15:19:21+01","00:00:01"
"Active","2021-03-18 15:19:21+01","2021-03-18 15:19:27+01","00:00:06"
"Intermediate","2021-03-18 15:19:27+01","2021-03-18 15:19:36+01","00:00:09"
"Active","2021-03-18 15:19:36+01","2021-03-18 15:19:44+01","00:00:08"
"Intermediate","2021-03-18 15:19:44+01","2021-03-18 15:19:45+01","00:00:01"
"Active","2021-03-18 15:19:45+01","2021-03-18 15:19:48+01","00:00:03"
"Intermediate","2021-03-18 15:19:48+01","2021-03-18 15:19:53+01","00:00:05"
"Active","2021-03-18 15:19:53+01","2021-03-18 15:19:54+01","00:00:01"
"Intermediate","2021-03-18 15:19:54+01","2021-03-18 15:19:55+01","00:00:01"
"Active","2021-03-18 15:19:55+01","2021-03-18 15:19:57+01","00:00:02"
"Intermediate","2021-03-18 15:19:57+01","2021-03-18 15:19:59+01","00:00:02"
"Active","2021-03-18 15:19:59+01","2021-03-18 15:20:05+01","00:00:06"
"Intermediate","2021-03-18 15:20:05+01","2021-03-18 15:20:06+01","00:00:01"
"Active","2021-03-18 15:20:06+01","2021-03-18 15:20:07+01","00:00:01"
"Intermediate","2021-03-18 15:20:07+01","2021-03-18 15:20:13+01","00:00:06"
"Active","2021-03-18 15:20:13+01","2021-03-18 15:20:14+01","00:00:01"
"Intermediate","2021-03-18 15:20:14+01","2021-03-18 15:20:15+01","00:00:01"
"Active","2021-03-18 15:20:15+01","2021-03-18 15:20:17+01","00:00:02"
"Intermediate","2021-03-18 15:20:17+01","2021-03-18 15:20:18+01","00:00:01"
"Active","2021-03-18 15:20:18+01","2021-03-18 15:20:20+01","00:00:02"
"Intermediate","2021-03-18 15:20:20+01","2021-03-18 15:20:22+01","00:00:02"
"Active","2021-03-18 15:20:22+01","2021-03-18 15:20:23+01","00:00:01"
"Intermediate","2021-03-18 15:20:23+01","2021-03-18 15:20:24+01","00:00:01"
"Active","2021-03-18 15:20:24+01","2021-03-18 15:20:25+01","00:00:01"
"Intermediate","2021-03-18 15:20:25+01","2021-03-18 15:20:27+01","00:00:02"
"Active","2021-03-18 15:20:27+01","2021-03-18 15:20:29+01","00:00:02"
"Intermediate","2021-03-18 15:20:29+01","2021-03-18 15:20:30+01","00:00:01"
"Active","2021-03-18 15:20:30+01","2021-03-18 15:20:31+01","00:00:01"
"Intermediate","2021-03-18 15:20:31+01","2021-03-18 15:20:35+01","00:00:04"
"Active","2021-03-18 15:20:35+01","2021-03-18 15:20:38+01","00:00:03"
"Intermediate","2021-03-18 15:20:38+01","2021-03-18 15:20:39+01","00:00:01"
"Active","2021-03-18 15:20:39+01","2021-03-18 15:20:40+01","00:00:01"
"Intermediate","2021-03-18 15:20:40+01","2021-03-18 15:20:44+01","00:00:04"
"Active","2021-03-18 15:20:44+01","2021-03-18 15:20:45+01","00:00:01"
"Intermediate","2021-03-18 15:20:45+01","2021-03-18 15:20:46+01","00:00:01"
"Active","2021-03-18 15:20:46+01","2021-03-18 15:20:48+01","00:00:02"
"Intermediate","2021-03-18 15:20:48+01","2021-03-18 15:20:50+01","00:00:02"
"Active","2021-03-18 15:20:50+01","2021-03-18 15:20:52+01","00:00:02"
"Intermediate","2021-03-18 15:20:52+01","2021-03-18 15:20:53+01","00:00:01"
"Active","2021-03-18 15:20:53+01","2021-03-18 15:20:54+01","00:00:01"
"Intermediate","2021-03-18 15:20:54+01","2021-03-18 15:20:58+01","00:00:04"
"Active","2021-03-18 15:20:58+01","2021-03-18 15:20:59+01","00:00:01"
"Intermediate","2021-03-18 15:20:59+01","2021-03-18 15:21:00+01","00:00:01"
"Active","2021-03-18 15:21:00+01","2021-03-18 15:21:04+01","00:00:04"
"Intermediate","2021-03-18 15:21:04+01","2021-03-18 15:21:05+01","00:00:01"
"Active","2021-03-18 15:21:05+01","2021-03-18 15:21:07+01","00:00:02"
"Intermediate","2021-03-18 15:21:07+01","2021-03-18 15:21:08+01","00:00:01"
"Active","2021-03-18 15:21:08+01","2021-03-18 15:21:13+01","00:00:05"
"Intermediate","2021-03-18 15:21:13+01","2021-03-18 15:21:14+01","00:00:01"
"Active","2021-03-18 15:21:14+01","2021-03-18 15:21:15+01","00:00:01"
"Intermediate","2021-03-18 15:21:15+01","2021-03-18 15:21:16+01","00:00:01"
"Active","2021-03-18 15:21:16+01","2021-03-18 15:21:17+01","00:00:01"
"Intermediate","2021-03-18 15:21:17+01","2021-03-18 15:21:18+01","00:00:01"
"Active","2021-03-18 15:21:18+01","2021-03-18 15:21:19+01","00:00:01"
"Intermediate","2021-03-18 15:21:19+01","2021-03-18 15:21:20+01","00:00:01"
"Active","2021-03-18 15:21:20+01","2021-03-18 15:21:22+01","00:00:02"
"Intermediate","2021-03-18 15:21:22+01","2021-03-18 15:21:24+01","00:00:02"
"Active","2021-03-18 15:21:24+01","2021-03-18 15:21:25+01","00:00:01"
"Intermediate","2021-03-18 15:21:25+01","2021-03-18 15:21:26+01","00:00:01"
"Active","2021-03-18 15:21:26+01","2021-03-18 15:21:28+01","00:00:02"
"Intermediate","2021-03-18 15:21:28+01","2021-03-18 15:21:29+01","00:00:01"
"Active","2021-03-18 15:21:29+01","2021-03-18 15:21:30+01","00:00:01"
"Intermediate","2021-03-18 15:21:30+01","2021-03-18 15:21:32+01","00:00:02"
"Active","2021-03-18 15:21:32+01","2021-03-18 15:21:33+01","00:00:01"
"Intermediate","2021-03-18 15:21:33+01","2021-03-18 15:21:34+01","00:00:01"
"Active","2021-03-18 15:21:34+01","2021-03-18 15:21:35+01","00:00:01"
"Intermediate","2021-03-18 15:21:35+01","2021-03-18 15:21:38+01","00:00:03"
"Active","2021-03-18 15:21:38+01","2021-03-18 15:21:39+01","00:00:01"
"Intermediate","2021-03-18 15:21:39+01","2021-03-18 15:21:40+01","00:00:01"
"Active","2021-03-18 15:21:40+01","2021-03-18 15:21:41+01","00:00:01"
"Intermediate","2021-03-18 15:21:41+01","2021-03-18 15:21:42+01","00:00:01"
"Active","2021-03-18 15:21:42+01","2021-03-18 15:21:46+01","00:00:04"
"Intermediate","2021-03-18 15:21:46+01","2021-03-18 15:21:51+01","00:00:05"
"Active","2021-03-18 15:21:51+01","2021-03-18 15:21:52+01","00:00:01"
"Intermediate","2021-03-18 15:21:52+01","2021-03-18 15:22:00+01","00:00:08"
"Active","2021-03-18 15:22:00+01","2021-03-18 15:22:01+01","00:00:01"
"Intermediate","2021-03-18 15:22:01+01","2021-03-18 15:22:03+01","00:00:02"
"Active","2021-03-18 15:22:03+01","2021-03-18 15:22:05+01","00:00:02"
"Intermediate","2021-03-18 15:22:05+01","2021-03-18 15:22:07+01","00:00:02"
"Active","2021-03-18 15:22:07+01","2021-03-18 15:22:08+01","00:00:01"
"Intermediate","2021-03-18 15:22:08+01","2021-03-18 15:22:10+01","00:00:02"
"Active","2021-03-18 15:22:10+01","2021-03-18 15:22:11+01","00:00:01"
"Intermediate","2021-03-18 15:22:11+01","2021-03-18 15:22:20+01","00:00:09"
"Active","2021-03-18 15:22:20+01","2021-03-18 15:22:22+01","00:00:02"
"Intermediate","2021-03-18 15:22:22+01","2021-03-18 15:22:24+01","00:00:02"
"Active","2021-03-18 15:22:24+01","2021-03-18 15:22:26+01","00:00:02"
"Intermediate","2021-03-18 15:22:26+01","2021-03-18 15:22:30+01","00:00:04"
"Active","2021-03-18 15:22:30+01","2021-03-18 15:22:36+01","00:00:06"
"Intermediate","2021-03-18 15:22:36+01","2021-03-18 15:22:41+01","00:00:05"
"Active","2021-03-18 15:22:41+01","2021-03-18 15:22:44+01","00:00:03"
"Intermediate","2021-03-18 15:22:44+01","2021-03-18 15:22:45+01","00:00:01"
"Active","2021-03-18 15:22:45+01","2021-03-18 15:22:47+01","00:00:02"
"Intermediate","2021-03-18 15:22:47+01","2021-03-18 15:22:48+01","00:00:01"
"Active","2021-03-18 15:22:48+01","2021-03-18 15:22:50+01","00:00:02"
"Intermediate","2021-03-18 15:22:50+01","2021-03-18 15:22:52+01","00:00:02"
"Active","2021-03-18 15:22:52+01","2021-03-18 15:22:53+01","00:00:01"
"Intermediate","2021-03-18 15:22:53+01","2021-03-18 15:22:54+01","00:00:01"
"Active","2021-03-18 15:22:54+01","2021-03-18 15:22:55+01","00:00:01"
"Intermediate","2021-03-18 15:22:55+01","2021-03-18 15:22:59+01","00:00:04"
"Active","2021-03-18 15:22:59+01","2021-03-18 15:23:00+01","00:00:01"
"Intermediate","2021-03-18 15:23:00+01","2021-03-18 15:23:20+01","00:00:20"
"Active","2021-03-18 15:23:20+01","2021-03-18 15:23:25+01","00:00:05"
"Intermediate","2021-03-18 15:23:25+01","2021-03-18 15:23:29+01","00:00:04"
"Active","2021-03-18 15:23:29+01","2021-03-18 15:23:30+01","00:00:01"
"Intermediate","2021-03-18 15:23:30+01","2021-03-18 15:23:31+01","00:00:01"
"Active","2021-03-18 15:23:31+01","2021-03-18 15:23:33+01","00:00:02"
"Intermediate","2021-03-18 15:23:33+01","2021-03-18 15:23:36+01","00:00:03"
"Active","2021-03-18 15:23:36+01","2021-03-18 15:23:38+01","00:00:02"
"Intermediate","2021-03-18 15:23:38+01","2021-03-18 15:23:40+01","00:00:02"
"Active","2021-03-18 15:23:40+01","2021-03-18 15:23:43+01","00:00:03"
"Intermediate","2021-03-18 15:23:43+01","2021-03-18 15:23:46+01","00:00:03"
"Active","2021-03-18 15:23:46+01","2021-03-18 15:23:48+01","00:00:02"
"Intermediate","2021-03-18 15:23:48+01","2021-03-18 15:23:49+01","00:00:01"
"Active","2021-03-18 15:23:49+01","2021-03-18 15:23:52+01","00:00:03"
"Intermediate","2021-03-18 15:23:52+01","2021-03-18 15:23:53+01","00:00:01"
"Active","2021-03-18 15:23:53+01","2021-03-18 15:23:55+01","00:00:02"
"Intermediate","2021-03-18 15:23:55+01","2021-03-18 15:23:58+01","00:00:03"
"Active","2021-03-18 15:23:58+01","2021-03-18 15:24:03+01","00:00:05"
"Intermediate","2021-03-18 15:24:03+01","2021-03-18 15:24:05+01","00:00:02"
"Active","2021-03-18 15:24:05+01","2021-03-18 15:24:06+01","00:00:01"
"Intermediate","2021-03-18 15:24:06+01","2021-03-18 15:24:15+01","00:00:09"
"Active","2021-03-18 15:24:15+01","2021-03-18 15:24:16+01","00:00:01"
"Intermediate","2021-03-18 15:24:16+01","2021-03-18 15:24:17+01","00:00:01"
"Active","2021-03-18 15:24:17+01","2021-03-18 15:24:19+01","00:00:02"
"Intermediate","2021-03-18 15:24:19+01","2021-03-18 15:24:20+01","00:00:01"
"Active","2021-03-18 15:24:20+01","2021-03-18 15:24:22+01","00:00:02"
"Intermediate","2021-03-18 15:24:22+01","2021-03-18 15:24:23+01","00:00:01"
"Active","2021-03-18 15:24:23+01","2021-03-18 15:24:24+01","00:00:01"
"Intermediate","2021-03-18 15:24:24+01","2021-03-18 15:24:27+01","00:00:03"
"Active","2021-03-18 15:24:27+01","2021-03-18 15:24:30+01","00:00:03"
"Intermediate","2021-03-18 15:24:30+01","2021-03-18 15:24:31+01","00:00:01"
"Active","2021-03-18 15:24:31+01","2021-03-18 15:24:32+01","00:00:01"
"Intermediate","2021-03-18 15:24:32+01","2021-03-18 15:24:37+01","00:00:05"
"Active","2021-03-18 15:24:37+01","2021-03-18 15:24:38+01","00:00:01"
"Intermediate","2021-03-18 15:24:38+01","2021-03-18 15:24:42+01","00:00:04"
"Active","2021-03-18 15:24:42+01","2021-03-18 15:24:45+01","00:00:03"
"Intermediate","2021-03-18 15:24:45+01","2021-03-18 15:24:48+01","00:00:03"
"Active","2021-03-18 15:24:48+01","2021-03-18 15:24:53+01","00:00:05"
"Intermediate","2021-03-18 15:24:53+01","2021-03-18 15:25:01+01","00:00:08"
"Active","2021-03-18 15:25:01+01","2021-03-18 15:25:04+01","00:00:03"
"Intermediate","2021-03-18 15:25:04+01","2021-03-18 15:25:05+01","00:00:01"
"Active","2021-03-18 15:25:05+01","2021-03-18 15:25:07+01","00:00:02"
"Intermediate","2021-03-18 15:25:07+01","2021-03-18 15:25:10+01","00:00:03"
"Active","2021-03-18 15:25:10+01","2021-03-18 15:25:12+01","00:00:02"
"Intermediate","2021-03-18 15:25:12+01","2021-03-18 15:25:14+01","00:00:02"
"Active","2021-03-18 15:25:14+01","2021-03-18 15:25:16+01","00:00:02"
"Intermediate","2021-03-18 15:25:16+01","2021-03-18 15:25:18+01","00:00:02"
"Active","2021-03-18 15:25:18+01","2021-03-18 15:25:19+01","00:00:01"
"Intermediate","2021-03-18 15:25:19+01","2021-03-18 15:25:21+01","00:00:02"
"Active","2021-03-18 15:25:21+01","2021-03-18 15:25:22+01","00:00:01"
"Intermediate","2021-03-18 15:25:22+01","2021-03-18 15:25:23+01","00:00:01"
"Active","2021-03-18 15:25:23+01","2021-03-18 15:25:26+01","00:00:03"
"Intermediate","2021-03-18 15:25:26+01","2021-03-18 15:25:27+01","00:00:01"
"Active","2021-03-18 15:25:27+01","2021-03-18 15:25:31+01","00:00:04"
"Intermediate","2021-03-18 15:25:31+01","2021-03-18 15:25:39+01","00:00:08"
"Active","2021-03-18 15:25:39+01","2021-03-18 15:25:40+01","00:00:01"
"Intermediate","2021-03-18 15:25:40+01","2021-03-18 15:25:42+01","00:00:02"
"Active","2021-03-18 15:25:42+01","2021-03-18 15:25:44+01","00:00:02"
"Intermediate","2021-03-18 15:25:44+01","2021-03-18 15:25:46+01","00:00:02"
"Active","2021-03-18 15:25:46+01","2021-03-18 15:25:49+01","00:00:03"
"Intermediate","2021-03-18 15:25:49+01","2021-03-18 15:25:51+01","00:00:02"
"Active","2021-03-18 15:25:51+01","2021-03-18 15:25:54+01","00:00:03"
"Intermediate","2021-03-18 15:25:54+01","2021-03-18 15:25:56+01","00:00:02"
"Active","2021-03-18 15:25:56+01","2021-03-18 15:25:59+01","00:00:03"
"Intermediate","2021-03-18 15:25:59+01","2021-03-18 15:26:06+01","00:00:07"
"Active","2021-03-18 15:26:06+01","2021-03-18 15:26:07+01","00:00:01"
"Intermediate","2021-03-18 15:26:07+01","2021-03-18 15:26:10+01","00:00:03"
"Active","2021-03-18 15:26:10+01","2021-03-18 15:26:12+01","00:00:02"
"Intermediate","2021-03-18 15:26:12+01","2021-03-18 15:26:16+01","00:00:04"
"Active","2021-03-18 15:26:16+01","2021-03-18 15:26:18+01","00:00:02"
"Intermediate","2021-03-18 15:26:18+01","2021-03-18 15:26:26+01","00:00:08"
"Active","2021-03-18 15:26:26+01","2021-03-18 15:26:27+01","00:00:01"
"Intermediate","2021-03-18 15:26:27+01","2021-03-18 15:26:29+01","00:00:02"
"Active","2021-03-18 15:26:29+01","2021-03-18 15:26:32+01","00:00:03"
"Intermediate","2021-03-18 15:26:32+01","2021-03-18 15:26:36+01","00:00:04"
"Active","2021-03-18 15:26:36+01","2021-03-18 15:26:37+01","00:00:01"
"Intermediate","2021-03-18 15:26:37+01","2021-03-18 15:26:38+01","00:00:01"
"Active","2021-03-18 15:26:38+01","2021-03-18 15:26:40+01","00:00:02"
"Intermediate","2021-03-18 15:26:40+01","2021-03-18 15:26:42+01","00:00:02"
"Active","2021-03-18 15:26:42+01","2021-03-18 15:26:48+01","00:00:06"
"Intermediate","2021-03-18 15:26:48+01","2021-03-18 15:26:50+01","00:00:02"
"Active","2021-03-18 15:26:50+01","2021-03-18 15:26:52+01","00:00:02"
"Intermediate","2021-03-18 15:26:52+01","2021-03-18 15:27:01+01","00:00:09"
"Active","2021-03-18 15:27:01+01","2021-03-18 15:27:03+01","00:00:02"
"Intermediate","2021-03-18 15:27:03+01","2021-03-18 15:27:05+01","00:00:02"
"Active","2021-03-18 15:27:05+01","2021-03-18 15:27:06+01","00:00:01"
"Intermediate","2021-03-18 15:27:06+01","2021-03-18 15:27:08+01","00:00:02"
"Active","2021-03-18 15:27:08+01","2021-03-18 15:27:09+01","00:00:01"
"Intermediate","2021-03-18 15:27:09+01","2021-03-18 15:27:11+01","00:00:02"
"Active","2021-03-18 15:27:11+01","2021-03-18 15:27:13+01","00:00:02"
"Intermediate","2021-03-18 15:27:13+01","2021-03-18 15:27:17+01","00:00:04"
"Active","2021-03-18 15:27:17+01","2021-03-18 15:27:20+01","00:00:03"
"Intermediate","2021-03-18 15:27:20+01","2021-03-18 15:27:21+01","00:00:01"
"Active","2021-03-18 15:27:21+01","2021-03-18 15:27:22+01","00:00:01"
"Intermediate","2021-03-18 15:27:22+01","2021-03-18 15:27:23+01","00:00:01"
"Active","2021-03-18 15:27:23+01","2021-03-18 15:27:24+01","00:00:01"
"Intermediate","2021-03-18 15:27:24+01","2021-03-18 15:27:25+01","00:00:01"
"Active","2021-03-18 15:27:25+01","2021-03-18 15:27:26+01","00:00:01"
"Intermediate","2021-03-18 15:27:26+01","2021-03-18 15:27:27+01","00:00:01"
"Active","2021-03-18 15:27:27+01","2021-03-18 15:27:28+01","00:00:01"
"Intermediate","2021-03-18 15:27:28+01","2021-03-18 15:27:30+01","00:00:02"
"Active","2021-03-18 15:27:30+01","2021-03-18 15:27:34+01","00:00:04"
"Intermediate","2021-03-18 15:27:34+01","2021-03-18 15:27:35+01","00:00:01"
"Active","2021-03-18 15:27:35+01","2021-03-18 15:27:36+01","00:00:01"
"Intermediate","2021-03-18 15:27:36+01","2021-03-18 15:27:37+01","00:00:01"
"Active","2021-03-18 15:27:37+01","2021-03-18 15:27:38+01","00:00:01"
"Intermediate","2021-03-18 15:27:38+01","2021-03-18 15:27:44+01","00:00:06"
"Active","2021-03-18 15:27:44+01","2021-03-18 15:27:45+01","00:00:01"
"Intermediate","2021-03-18 15:27:45+01","2021-03-18 15:27:47+01","00:00:02"
"Active","2021-03-18 15:27:47+01","2021-03-18 15:27:48+01","00:00:01"
"Intermediate","2021-03-18 15:27:48+01","2021-03-18 15:27:52+01","00:00:04"
"Active","2021-03-18 15:27:52+01","2021-03-18 15:27:53+01","00:00:01"
"Intermediate","2021-03-18 15:27:53+01","2021-03-18 15:27:54+01","00:00:01"
"Active","2021-03-18 15:27:54+01","2021-03-18 15:27:57+01","00:00:03"
"Intermediate","2021-03-18 15:27:57+01","2021-03-18 15:28:00+01","00:00:03"
"Active","2021-03-18 15:28:00+01","2021-03-18 15:28:01+01","00:00:01"
"Intermediate","2021-03-18 15:28:01+01","2021-03-18 15:28:05+01","00:00:04"
"Active","2021-03-18 15:28:05+01","2021-03-18 15:28:06+01","00:00:01"
"Intermediate","2021-03-18 15:28:06+01","2021-03-18 15:28:07+01","00:00:01"
"Active","2021-03-18 15:28:07+01","2021-03-18 15:28:10+01","00:00:03"
"Intermediate","2021-03-18 15:28:10+01","2021-03-18 15:28:13+01","00:00:03"
"Active","2021-03-18 15:28:13+01","2021-03-18 15:28:14+01","00:00:01"
"Intermediate","2021-03-18 15:28:14+01","2021-03-18 15:28:16+01","00:00:02"
"Active","2021-03-18 15:28:16+01","2021-03-18 15:28:17+01","00:00:01"
"Intermediate","2021-03-18 15:28:17+01","2021-03-18 15:28:23+01","00:00:06"
"Active","2021-03-18 15:28:23+01","2021-03-18 15:28:24+01","00:00:01"
"Intermediate","2021-03-18 15:28:24+01","2021-03-18 15:28:25+01","00:00:01"
"Active","2021-03-18 15:28:25+01","2021-03-18 15:28:26+01","00:00:01"
"Intermediate","2021-03-18 15:28:26+01","2021-03-18 15:28:31+01","00:00:05"
"Active","2021-03-18 15:28:31+01","2021-03-18 15:28:33+01","00:00:02"
"Intermediate","2021-03-18 15:28:33+01","2021-03-18 15:28:34+01","00:00:01"
"Active","2021-03-18 15:28:34+01","2021-03-18 15:28:35+01","00:00:01"
"Intermediate","2021-03-18 15:28:35+01","2021-03-18 15:28:36+01","00:00:01"
"Active","2021-03-18 15:28:36+01","2021-03-18 15:28:37+01","00:00:01"
"Intermediate","2021-03-18 15:28:37+01","2021-03-18 15:28:38+01","00:00:01"
"Active","2021-03-18 15:28:38+01","2021-03-18 15:28:41+01","00:00:03"
"Intermediate","2021-03-18 15:28:41+01","2021-03-18 15:28:42+01","00:00:01"
"Active","2021-03-18 15:28:42+01","2021-03-18 15:28:43+01","00:00:01"
"Intermediate","2021-03-18 15:28:43+01","2021-03-18 15:28:44+01","00:00:01"
"Active","2021-03-18 15:28:44+01","2021-03-18 15:28:45+01","00:00:01"
"Intermediate","2021-03-18 15:28:45+01","2021-03-18 15:28:49+01","00:00:04"
"Active","2021-03-18 15:28:49+01","2021-03-18 15:28:50+01","00:00:01"
"Intermediate","2021-03-18 15:28:50+01","2021-03-18 15:28:55+01","00:00:05"
"Active","2021-03-18 15:28:55+01","2021-03-18 15:28:56+01","00:00:01"
"Intermediate","2021-03-18 15:28:56+01","2021-03-18 15:29:00+01","00:00:04"
"Active","2021-03-18 15:29:00+01","2021-03-18 15:29:02+01","00:00:02"
"Intermediate","2021-03-18 15:29:02+01","2021-03-18 15:29:04+01","00:00:02"
"Active","2021-03-18 15:29:04+01","2021-03-18 15:29:05+01","00:00:01"
"Intermediate","2021-03-18 15:29:05+01","2021-03-18 15:29:07+01","00:00:02"
"Active","2021-03-18 15:29:07+01","2021-03-18 15:29:08+01","00:00:01"
"Intermediate","2021-03-18 15:29:08+01","2021-03-18 15:29:09+01","00:00:01"
"Active","2021-03-18 15:29:09+01","2021-03-18 15:29:11+01","00:00:02"
"Intermediate","2021-03-18 15:29:11+01","2021-03-18 15:29:16+01","00:00:05"
"Active","2021-03-18 15:29:16+01","2021-03-18 15:29:17+01","00:00:01"
"Intermediate","2021-03-18 15:29:17+01","2021-03-18 15:29:22+01","00:00:05"
"Active","2021-03-18 15:29:22+01","2021-03-18 15:29:23+01","00:00:01"
"Intermediate","2021-03-18 15:29:23+01","2021-03-18 15:29:32+01","00:00:09"
"Active","2021-03-18 15:29:32+01","2021-03-18 15:29:34+01","00:00:02"
"Intermediate","2021-03-18 15:29:34+01","2021-03-18 15:29:35+01","00:00:01"
"Active","2021-03-18 15:29:35+01","2021-03-18 15:29:36+01","00:00:01"
"Intermediate","2021-03-18 15:29:36+01","2021-03-18 15:29:38+01","00:00:02"
"Active","2021-03-18 15:29:38+01","2021-03-18 15:29:40+01","00:00:02"
"Intermediate","2021-03-18 15:29:40+01","2021-03-18 15:29:44+01","00:00:04"
"Active","2021-03-18 15:29:44+01","2021-03-18 15:29:47+01","00:00:03"
"Intermediate","2021-03-18 15:29:47+01","2021-03-18 15:29:48+01","00:00:01"
"Active","2021-03-18 15:29:48+01","2021-03-18 15:29:52+01","00:00:04"
"Intermediate","2021-03-18 15:29:52+01","2021-03-18 15:29:53+01","00:00:01"
"Active","2021-03-18 15:29:53+01","2021-03-18 15:29:58+01","00:00:05"
"Intermediate","2021-03-18 15:29:58+01","2021-03-18 15:30:03+01","00:00:05"
"Active","2021-03-18 15:30:03+01","2021-03-18 15:30:04+01","00:00:01"
"Intermediate","2021-03-18 15:30:04+01","2021-03-18 15:30:09+01","00:00:05"
"Active","2021-03-18 15:30:09+01","2021-03-18 15:30:10+01","00:00:01"
"Intermediate","2021-03-18 15:30:10+01","2021-03-18 15:30:13+01","00:00:03"
"Active","2021-03-18 15:30:13+01","2021-03-18 15:30:14+01","00:00:01"
"Intermediate","2021-03-18 15:30:14+01","2021-03-18 15:30:16+01","00:00:02"
"Active","2021-03-18 15:30:16+01","2021-03-18 15:30:18+01","00:00:02"
"Intermediate","2021-03-18 15:30:18+01","2021-03-18 15:30:27+01","00:00:09"
"Active","2021-03-18 15:30:27+01","2021-03-18 15:30:29+01","00:00:02"
"Intermediate","2021-03-18 15:30:29+01","2021-03-18 15:30:31+01","00:00:02"
"Active","2021-03-18 15:30:31+01","2021-03-18 15:30:32+01","00:00:01"
"Intermediate","2021-03-18 15:30:32+01","2021-03-18 15:30:35+01","00:00:03"
"Active","2021-03-18 15:30:35+01","2021-03-18 15:30:44+01","00:00:09"
"Intermediate","2021-03-18 15:30:44+01","2021-03-18 15:30:47+01","00:00:03"
"Active","2021-03-18 15:30:47+01","2021-03-18 15:30:48+01","00:00:01"
"Intermediate","2021-03-18 15:30:48+01","2021-03-18 15:30:50+01","00:00:02"
"Active","2021-03-18 15:30:50+01","2021-03-18 15:30:51+01","00:00:01"
"Intermediate","2021-03-18 15:30:51+01","2021-03-18 15:30:52+01","00:00:01"
"Active","2021-03-18 15:30:52+01","2021-03-18 15:30:55+01","00:00:03"
"Intermediate","2021-03-18 15:30:55+01","2021-03-18 15:30:56+01","00:00:01"
"Active","2021-03-18 15:30:56+01","2021-03-18 15:30:57+01","00:00:01"
"Intermediate","2021-03-18 15:30:57+01","2021-03-18 15:31:00+01","00:00:03"
"Active","2021-03-18 15:31:00+01","2021-03-18 15:31:03+01","00:00:03"
"Intermediate","2021-03-18 15:31:03+01","2021-03-18 15:31:04+01","00:00:01"
"Active","2021-03-18 15:31:04+01","2021-03-18 15:31:05+01","00:00:01"
"Intermediate","2021-03-18 15:31:05+01","2021-03-18 15:31:07+01","00:00:02"
"Active","2021-03-18 15:31:07+01","2021-03-18 15:31:08+01","00:00:01"
"Intermediate","2021-03-18 15:31:08+01","2021-03-18 15:31:12+01","00:00:04"
"Active","2021-03-18 15:31:12+01","2021-03-18 15:31:13+01","00:00:01"
"Intermediate","2021-03-18 15:31:13+01","2021-03-18 15:31:16+01","00:00:03"
"Active","2021-03-18 15:31:16+01","2021-03-18 15:31:19+01","00:00:03"
"Intermediate","2021-03-18 15:31:19+01","2021-03-18 15:31:20+01","00:00:01"
"Active","2021-03-18 15:31:20+01","2021-03-18 15:31:23+01","00:00:03"
"Intermediate","2021-03-18 15:31:23+01","2021-03-18 15:31:24+01","00:00:01"
