"state","period_start","period_end","duration"
"Active","2021-03-18 15:31:24+01","2021-03-18 15:31:28+01","00:00:04"
"Intermediate","2021-03-18 15:31:28+01","2021-03-18 15:31:29+01","00:00:01"
"Active","2021-03-18 15:31:29+01","2021-03-18 15:31:30+01","00:00:01"
"Intermediate","2021-03-18 15:31:30+01","2021-03-18 15:31:31+01","00:00:01"
"Active","2021-03-18 15:31:31+01","2021-03-18 15:31:32+01","00:00:01"
"Intermediate","2021-03-18 15:31:32+01","2021-03-18 15:31:33+01","00:00:01"
"Active","2021-03-18 15:31:33+01","2021-03-18 15:31:36+01","00:00:03"
"Intermediate","2021-03-18 15:31:36+01","2021-03-18 15:31:38+01","00:00:02"
"Active","2021-03-18 15:31:38+01","2021-03-18 15:31:39+01","00:00:01"
"Intermediate","2021-03-18 15:31:39+01","2021-03-18 15:31:40+01","00:00:01"
"Active","2021-03-18 15:31:40+01","2021-03-18 15:31:41+01","00:00:01"
"Intermediate","2021-03-18 15:31:41+01","2021-03-18 15:31:44+01","00:00:03"
"Active","2021-03-18 15:31:44+01","2021-03-18 15:31:45+01","00:00:01"
"Intermediate","2021-03-18 15:31:45+01","2021-03-18 15:31:48+01","00:00:03"
"Active","2021-03-18 15:31:48+01","2021-03-18 15:31:49+01","00:00:01"
"Intermediate","2021-03-18 15:31:49+01","2021-03-18 15:31:50+01","00:00:01"
"Active","2021-03-18 15:31:50+01","2021-03-18 15:31:52+01","00:00:02"
"Intermediate","2021-03-18 15:31:52+01","2021-03-18 15:31:53+01","00:00:01"
"Active","2021-03-18 15:31:53+01","2021-03-18 15:31:56+01","00:00:03"
"Intermediate","2021-03-18 15:31:56+01","2021-03-18 15:31:57+01","00:00:01"
"Active","2021-03-18 15:31:57+01","2021-03-18 15:31:59+01","00:00:02"
"Intermediate","2021-03-18 15:31:59+01","2021-03-18 15:32:04+01","00:00:05"
"Active","2021-03-18 15:32:04+01","2021-03-18 15:32:05+01","00:00:01"
"Intermediate","2021-03-18 15:32:05+01","2021-03-18 15:32:06+01","00:00:01"
"Active","2021-03-18 15:32:06+01","2021-03-18 15:32:07+01","00:00:01"
"Intermediate","2021-03-18 15:32:07+01","2021-03-18 15:32:13+01","00:00:06"
"Active","2021-03-18 15:32:13+01","2021-03-18 15:32:17+01","00:00:04"
"Intermediate","2021-03-18 15:32:17+01","2021-03-18 15:32:18+01","00:00:01"
"Active","2021-03-18 15:32:18+01","2021-03-18 15:32:21+01","00:00:03"
"Intermediate","2021-03-18 15:32:21+01","2021-03-18 15:32:22+01","00:00:01"
"Active","2021-03-18 15:32:22+01","2021-03-18 15:32:23+01","00:00:01"
"Intermediate","2021-03-18 15:32:23+01","2021-03-18 15:32:30+01","00:00:07"
"Active","2021-03-18 15:32:30+01","2021-03-18 15:32:31+01","00:00:01"
"Intermediate","2021-03-18 15:32:31+01","2021-03-18 15:32:32+01","00:00:01"
"Active","2021-03-18 15:32:32+01","2021-03-18 15:32:33+01","00:00:01"
"Intermediate","2021-03-18 15:32:33+01","2021-03-18 15:32:34+01","00:00:01"
"Active","2021-03-18 15:32:34+01","2021-03-18 15:32:35+01","00:00:01"
"Intermediate","2021-03-18 15:32:35+01","2021-03-18 15:32:37+01","00:00:02"
"Active","2021-03-18 15:32:37+01","2021-03-18 15:32:38+01","00:00:01"
"Intermediate","2021-03-18 15:32:38+01","2021-03-18 15:32:39+01","00:00:01"
"Active","2021-03-18 15:32:39+01","2021-03-18 15:32:40+01","00:00:01"
"Intermediate","2021-03-18 15:32:40+01","2021-03-18 15:32:44+01","00:00:04"
"Active","2021-03-18 15:32:44+01","2021-03-18 15:32:46+01","00:00:02"
"Intermediate","2021-03-18 15:32:46+01","2021-03-18 15:32:47+01","00:00:01"
"Active","2021-03-18 15:32:47+01","2021-03-18 15:32:48+01","00:00:01"
"Intermediate","2021-03-18 15:32:48+01","2021-03-18 15:32:58+01","00:00:10"
"Active","2021-03-18 15:32:58+01","2021-03-18 15:33:01+01","00:00:03"
"Intermediate","2021-03-18 15:33:01+01","2021-03-18 15:33:05+01","00:00:04"
"Active","2021-03-18 15:33:05+01","2021-03-18 15:33:06+01","00:00:01"
"Intermediate","2021-03-18 15:33:06+01","2021-03-18 15:33:10+01","00:00:04"
"Active","2021-03-18 15:33:10+01","2021-03-18 15:33:11+01","00:00:01"
"Intermediate","2021-03-18 15:33:11+01","2021-03-18 15:33:13+01","00:00:02"
"Active","2021-03-18 15:33:13+01","2021-03-18 15:33:14+01","00:00:01"
"Intermediate","2021-03-18 15:33:14+01","2021-03-18 15:33:15+01","00:00:01"
"Active","2021-03-18 15:33:15+01","2021-03-18 15:33:16+01","00:00:01"
"Intermediate","2021-03-18 15:33:16+01","2021-03-18 15:33:17+01","00:00:01"
"Active","2021-03-18 15:33:17+01","2021-03-18 15:33:18+01","00:00:01"
"Intermediate","2021-03-18 15:33:18+01","2021-03-18 15:33:20+01","00:00:02"
"Active","2021-03-18 15:33:20+01","2021-03-18 15:33:22+01","00:00:02"
"Intermediate","2021-03-18 15:33:22+01","2021-03-18 15:33:23+01","00:00:01"
"Active","2021-03-18 15:33:23+01","2021-03-18 15:33:25+01","00:00:02"
"Intermediate","2021-03-18 15:33:25+01","2021-03-18 15:33:28+01","00:00:03"
"Active","2021-03-18 15:33:28+01","2021-03-18 15:33:29+01","00:00:01"
"Intermediate","2021-03-18 15:33:29+01","2021-03-18 15:33:31+01","00:00:02"
"Active","2021-03-18 15:33:31+01","2021-03-18 15:33:32+01","00:00:01"
"Intermediate","2021-03-18 15:33:32+01","2021-03-18 15:33:34+01","00:00:02"
"Active","2021-03-18 15:33:34+01","2021-03-18 15:33:40+01","00:00:06"
"Intermediate","2021-03-18 15:33:40+01","2021-03-18 15:33:41+01","00:00:01"
"Active","2021-03-18 15:33:41+01","2021-03-18 15:33:44+01","00:00:03"
"Intermediate","2021-03-18 15:33:44+01","2021-03-18 15:33:49+01","00:00:05"
"Active","2021-03-18 15:33:49+01","2021-03-18 15:33:51+01","00:00:02"
"Intermediate","2021-03-18 15:33:51+01","2021-03-18 15:33:55+01","00:00:04"
"Active","2021-03-18 15:33:55+01","2021-03-18 15:33:56+01","00:00:01"
"Intermediate","2021-03-18 15:33:56+01","2021-03-18 15:34:06+01","00:00:10"
"Active","2021-03-18 15:34:06+01","2021-03-18 15:34:09+01","00:00:03"
"Intermediate","2021-03-18 15:34:09+01","2021-03-18 15:34:11+01","00:00:02"
"Active","2021-03-18 15:34:11+01","2021-03-18 15:34:14+01","00:00:03"
"Intermediate","2021-03-18 15:34:14+01","2021-03-18 15:34:20+01","00:00:06"
"Active","2021-03-18 15:34:20+01","2021-03-18 15:34:22+01","00:00:02"
"Intermediate","2021-03-18 15:34:22+01","2021-03-18 15:34:24+01","00:00:02"
"Active","2021-03-18 15:34:24+01","2021-03-18 15:34:27+01","00:00:03"
"Intermediate","2021-03-18 15:34:27+01","2021-03-18 15:34:28+01","00:00:01"
"Active","2021-03-18 15:34:28+01","2021-03-18 15:34:30+01","00:00:02"
"Intermediate","2021-03-18 15:34:30+01","2021-03-18 15:34:34+01","00:00:04"
"Active","2021-03-18 15:34:34+01","2021-03-18 15:34:35+01","00:00:01"
"Intermediate","2021-03-18 15:34:35+01","2021-03-18 15:34:36+01","00:00:01"
"Active","2021-03-18 15:34:36+01","2021-03-18 15:34:37+01","00:00:01"
"Intermediate","2021-03-18 15:34:37+01","2021-03-18 15:34:39+01","00:00:02"
"Active","2021-03-18 15:34:39+01","2021-03-18 15:34:41+01","00:00:02"
"Intermediate","2021-03-18 15:34:41+01","2021-03-18 15:34:42+01","00:00:01"
"Active","2021-03-18 15:34:42+01","2021-03-18 15:34:45+01","00:00:03"
"Intermediate","2021-03-18 15:34:45+01","2021-03-18 15:34:46+01","00:00:01"
"Active","2021-03-18 15:34:46+01","2021-03-18 15:34:47+01","00:00:01"
"Intermediate","2021-03-18 15:34:47+01","2021-03-18 15:34:48+01","00:00:01"
"Active","2021-03-18 15:34:48+01","2021-03-18 15:34:49+01","00:00:01"
"Intermediate","2021-03-18 15:34:49+01","2021-03-18 15:34:50+01","00:00:01"
"Active","2021-03-18 15:34:50+01","2021-03-18 15:34:51+01","00:00:01"
"Intermediate","2021-03-18 15:34:51+01","2021-03-18 15:34:52+01","00:00:01"
"Active","2021-03-18 15:34:52+01","2021-03-18 15:34:54+01","00:00:02"
"Intermediate","2021-03-18 15:34:54+01","2021-03-18 15:34:56+01","00:00:02"
"Active","2021-03-18 15:34:56+01","2021-03-18 15:34:59+01","00:00:03"
"Intermediate","2021-03-18 15:34:59+01","2021-03-18 15:35:00+01","00:00:01"
"Active","2021-03-18 15:35:00+01","2021-03-18 15:35:01+01","00:00:01"
"Intermediate","2021-03-18 15:35:01+01","2021-03-18 15:35:02+01","00:00:01"
"Active","2021-03-18 15:35:02+01","2021-03-18 15:35:05+01","00:00:03"
"Intermediate","2021-03-18 15:35:05+01","2021-03-18 15:35:06+01","00:00:01"
"Active","2021-03-18 15:35:06+01","2021-03-18 15:35:08+01","00:00:02"
"Intermediate","2021-03-18 15:35:08+01","2021-03-18 15:35:09+01","00:00:01"
"Active","2021-03-18 15:35:09+01","2021-03-18 15:35:11+01","00:00:02"
"Intermediate","2021-03-18 15:35:11+01","2021-03-18 15:35:12+01","00:00:01"
"Active","2021-03-18 15:35:12+01","2021-03-18 15:35:14+01","00:00:02"
"Intermediate","2021-03-18 15:35:14+01","2021-03-18 15:35:16+01","00:00:02"
"Active","2021-03-18 15:35:16+01","2021-03-18 15:35:18+01","00:00:02"
"Intermediate","2021-03-18 15:35:18+01","2021-03-18 15:35:20+01","00:00:02"
"Active","2021-03-18 15:35:20+01","2021-03-18 15:35:21+01","00:00:01"
"Intermediate","2021-03-18 15:35:21+01","2021-03-18 15:35:22+01","00:00:01"
"Active","2021-03-18 15:35:22+01","2021-03-18 15:35:23+01","00:00:01"
"Intermediate","2021-03-18 15:35:23+01","2021-03-18 15:35:27+01","00:00:04"
"Active","2021-03-18 15:35:27+01","2021-03-18 15:35:28+01","00:00:01"
"Intermediate","2021-03-18 15:35:28+01","2021-03-18 15:35:29+01","00:00:01"
"Active","2021-03-18 15:35:29+01","2021-03-18 15:35:30+01","00:00:01"
"Intermediate","2021-03-18 15:35:30+01","2021-03-18 15:35:36+01","00:00:06"
"Active","2021-03-18 15:35:36+01","2021-03-18 15:35:40+01","00:00:04"
"Intermediate","2021-03-18 15:35:40+01","2021-03-18 15:35:45+01","00:00:05"
"Active","2021-03-18 15:35:45+01","2021-03-18 15:35:47+01","00:00:02"
"Intermediate","2021-03-18 15:35:47+01","2021-03-18 15:35:51+01","00:00:04"
"Active","2021-03-18 15:35:51+01","2021-03-18 15:35:52+01","00:00:01"
"Intermediate","2021-03-18 15:35:52+01","2021-03-18 15:35:53+01","00:00:01"
"Active","2021-03-18 15:35:53+01","2021-03-18 15:35:54+01","00:00:01"
"Intermediate","2021-03-18 15:35:54+01","2021-03-18 15:35:55+01","00:00:01"
"Active","2021-03-18 15:35:55+01","2021-03-18 15:35:56+01","00:00:01"
"Intermediate","2021-03-18 15:35:56+01","2021-03-18 15:35:57+01","00:00:01"
"Active","2021-03-18 15:35:57+01","2021-03-18 15:36:01+01","00:00:04"
"Intermediate","2021-03-18 15:36:01+01","2021-03-18 15:36:07+01","00:00:06"
"Active","2021-03-18 15:36:07+01","2021-03-18 15:36:08+01","00:00:01"
"Intermediate","2021-03-18 15:36:08+01","2021-03-18 15:36:11+01","00:00:03"
"Active","2021-03-18 15:36:11+01","2021-03-18 15:36:13+01","00:00:02"
"Intermediate","2021-03-18 15:36:13+01","2021-03-18 15:36:14+01","00:00:01"
"Active","2021-03-18 15:36:14+01","2021-03-18 15:36:16+01","00:00:02"
"Intermediate","2021-03-18 15:36:16+01","2021-03-18 15:36:17+01","00:00:01"
"Active","2021-03-18 15:36:17+01","2021-03-18 15:36:19+01","00:00:02"
"Intermediate","2021-03-18 15:36:19+01","2021-03-18 15:36:23+01","00:00:04"
"Active","2021-03-18 15:36:23+01","2021-03-18 15:36:24+01","00:00:01"
"Intermediate","2021-03-18 15:36:24+01","2021-03-18 15:36:27+01","00:00:03"
"Active","2021-03-18 15:36:27+01","2021-03-18 15:36:28+01","00:00:01"
"Intermediate","2021-03-18 15:36:28+01","2021-03-18 15:36:42+01","00:00:14"
"Active","2021-03-18 15:36:42+01","2021-03-18 15:36:43+01","00:00:01"
"Intermediate","2021-03-18 15:36:43+01","2021-03-18 15:36:48+01","00:00:05"
"Active","2021-03-18 15:36:48+01","2021-03-18 15:36:49+01","00:00:01"
"Intermediate","2021-03-18 15:36:49+01","2021-03-18 15:36:51+01","00:00:02"
"Active","2021-03-18 15:36:51+01","2021-03-18 15:36:52+01","00:00:01"
"Intermediate","2021-03-18 15:36:52+01","2021-03-18 15:36:55+01","00:00:03"
"Active","2021-03-18 15:36:55+01","2021-03-18 15:36:58+01","00:00:03"
"Intermediate","2021-03-18 15:36:58+01","2021-03-18 15:36:59+01","00:00:01"
"Active","2021-03-18 15:36:59+01","2021-03-18 15:37:00+01","00:00:01"
"Intermediate","2021-03-18 15:37:00+01","2021-03-18 15:37:02+01","00:00:02"
"Active","2021-03-18 15:37:02+01","2021-03-18 15:37:05+01","00:00:03"
"Intermediate","2021-03-18 15:37:05+01","2021-03-18 15:37:08+01","00:00:03"
"Active","2021-03-18 15:37:08+01","2021-03-18 15:37:10+01","00:00:02"
"Intermediate","2021-03-18 15:37:10+01","2021-03-18 15:37:11+01","00:00:01"
"Active","2021-03-18 15:37:11+01","2021-03-18 15:37:16+01","00:00:05"
"Intermediate","2021-03-18 15:37:16+01","2021-03-18 15:37:18+01","00:00:02"
"Active","2021-03-18 15:37:18+01","2021-03-18 15:37:19+01","00:00:01"
"Intermediate","2021-03-18 15:37:19+01","2021-03-18 15:37:20+01","00:00:01"
"Active","2021-03-18 15:37:20+01","2021-03-18 15:37:21+01","00:00:01"
"Intermediate","2021-03-18 15:37:21+01","2021-03-18 15:37:22+01","00:00:01"
"Active","2021-03-18 15:37:22+01","2021-03-18 15:37:23+01","00:00:01"
"Intermediate","2021-03-18 15:37:23+01","2021-03-18 15:37:24+01","00:00:01"
"Active","2021-03-18 15:37:24+01","2021-03-18 15:37:25+01","00:00:01"
"Intermediate","2021-03-18 15:37:25+01","2021-03-18 15:37:26+01","00:00:01"
"Active","2021-03-18 15:37:26+01","2021-03-18 15:37:27+01","00:00:01"
"Intermediate","2021-03-18 15:37:27+01","2021-03-18 15:37:28+01","00:00:01"
"Active","2021-03-18 15:37:28+01","2021-03-18 15:37:29+01","00:00:01"
"Intermediate","2021-03-18 15:37:29+01","2021-03-18 15:37:32+01","00:00:03"
"Active","2021-03-18 15:37:32+01","2021-03-18 15:37:33+01","00:00:01"
"Intermediate","2021-03-18 15:37:33+01","2021-03-18 15:37:37+01","00:00:04"
"Active","2021-03-18 15:37:37+01","2021-03-18 15:37:38+01","00:00:01"
"Intermediate","2021-03-18 15:37:38+01","2021-03-18 15:37:40+01","00:00:02"
"Active","2021-03-18 15:37:40+01","2021-03-18 15:37:41+01","00:00:01"
"Intermediate","2021-03-18 15:37:41+01","2021-03-18 15:37:43+01","00:00:02"
"Active","2021-03-18 15:37:43+01","2021-03-18 15:37:45+01","00:00:02"
"Intermediate","2021-03-18 15:37:45+01","2021-03-18 15:37:46+01","00:00:01"
"Active","2021-03-18 15:37:46+01","2021-03-18 15:37:47+01","00:00:01"
"Intermediate","2021-03-18 15:37:47+01","2021-03-18 15:37:48+01","00:00:01"
"Active","2021-03-18 15:37:48+01","2021-03-18 15:37:51+01","00:00:03"
"Intermediate","2021-03-18 15:37:51+01","2021-03-18 15:37:52+01","00:00:01"
"Active","2021-03-18 15:37:52+01","2021-03-18 15:37:54+01","00:00:02"
"Intermediate","2021-03-18 15:37:54+01","2021-03-18 15:37:55+01","00:00:01"
"Active","2021-03-18 15:37:55+01","2021-03-18 15:37:56+01","00:00:01"
"Intermediate","2021-03-18 15:37:56+01","2021-03-18 15:37:58+01","00:00:02"
"Active","2021-03-18 15:37:58+01","2021-03-18 15:38:02+01","00:00:04"
"Intermediate","2021-03-18 15:38:02+01","2021-03-18 15:38:03+01","00:00:01"
"Active","2021-03-18 15:38:03+01","2021-03-18 15:38:04+01","00:00:01"
"Intermediate","2021-03-18 15:38:04+01","2021-03-18 15:38:07+01","00:00:03"
"Active","2021-03-18 15:38:07+01","2021-03-18 15:38:09+01","00:00:02"
"Intermediate","2021-03-18 15:38:09+01","2021-03-18 15:38:13+01","00:00:04"
"Active","2021-03-18 15:38:13+01","2021-03-18 15:38:14+01","00:00:01"
"Intermediate","2021-03-18 15:38:14+01","2021-03-18 15:38:21+01","00:00:07"
"Active","2021-03-18 15:38:21+01","2021-03-18 15:38:22+01","00:00:01"
"Intermediate","2021-03-18 15:38:22+01","2021-03-18 15:38:25+01","00:00:03"
"Active","2021-03-18 15:38:25+01","2021-03-18 15:38:26+01","00:00:01"
"Intermediate","2021-03-18 15:38:26+01","2021-03-18 15:38:27+01","00:00:01"
"Active","2021-03-18 15:38:27+01","2021-03-18 15:38:28+01","00:00:01"
"Intermediate","2021-03-18 15:38:28+01","2021-03-18 15:38:30+01","00:00:02"
"Active","2021-03-18 15:38:30+01","2021-03-18 15:38:34+01","00:00:04"
"Intermediate","2021-03-18 15:38:34+01","2021-03-18 15:38:36+01","00:00:02"
"Active","2021-03-18 15:38:36+01","2021-03-18 15:38:39+01","00:00:03"
"Intermediate","2021-03-18 15:38:39+01","2021-03-18 15:38:42+01","00:00:03"
"Active","2021-03-18 15:38:42+01","2021-03-18 15:38:44+01","00:00:02"
"Intermediate","2021-03-18 15:38:44+01","2021-03-18 15:38:48+01","00:00:04"
"Active","2021-03-18 15:38:48+01","2021-03-18 15:38:49+01","00:00:01"
"Intermediate","2021-03-18 15:38:49+01","2021-03-18 15:38:50+01","00:00:01"
"Active","2021-03-18 15:38:50+01","2021-03-18 15:38:51+01","00:00:01"
"Intermediate","2021-03-18 15:38:51+01","2021-03-18 15:38:54+01","00:00:03"
"Active","2021-03-18 15:38:54+01","2021-03-18 15:38:55+01","00:00:01"
"Intermediate","2021-03-18 15:38:55+01","2021-03-18 15:38:56+01","00:00:01"
"Active","2021-03-18 15:38:56+01","2021-03-18 15:38:58+01","00:00:02"
"Intermediate","2021-03-18 15:38:58+01","2021-03-18 15:39:03+01","00:00:05"
"Active","2021-03-18 15:39:03+01","2021-03-18 15:39:04+01","00:00:01"
"Intermediate","2021-03-18 15:39:04+01","2021-03-18 15:39:07+01","00:00:03"
"Active","2021-03-18 15:39:07+01","2021-03-18 15:39:08+01","00:00:01"
"Intermediate","2021-03-18 15:39:08+01","2021-03-18 15:39:09+01","00:00:01"
"Active","2021-03-18 15:39:09+01","2021-03-18 15:39:10+01","00:00:01"
"Intermediate","2021-03-18 15:39:10+01","2021-03-18 15:39:11+01","00:00:01"
"Active","2021-03-18 15:39:11+01","2021-03-18 15:39:12+01","00:00:01"
"Intermediate","2021-03-18 15:39:12+01","2021-03-18 15:39:14+01","00:00:02"
"Active","2021-03-18 15:39:14+01","2021-03-18 15:39:15+01","00:00:01"
"Intermediate","2021-03-18 15:39:15+01","2021-03-18 15:39:17+01","00:00:02"
"Active","2021-03-18 15:39:17+01","2021-03-18 15:39:18+01","00:00:01"
"Intermediate","2021-03-18 15:39:18+01","2021-03-18 15:39:22+01","00:00:04"
"Active","2021-03-18 15:39:22+01","2021-03-18 15:39:23+01","00:00:01"
"Intermediate","2021-03-18 15:39:23+01","2021-03-18 15:39:26+01","00:00:03"
"Active","2021-03-18 15:39:26+01","2021-03-18 15:39:28+01","00:00:02"
"Intermediate","2021-03-18 15:39:28+01","2021-03-18 15:39:29+01","00:00:01"
"Active","2021-03-18 15:39:29+01","2021-03-18 15:39:33+01","00:00:04"
"Intermediate","2021-03-18 15:39:33+01","2021-03-18 15:39:39+01","00:00:06"
"Active","2021-03-18 15:39:39+01","2021-03-18 15:39:40+01","00:00:01"
"Intermediate","2021-03-18 15:39:40+01","2021-03-18 15:39:42+01","00:00:02"
"Active","2021-03-18 15:39:42+01","2021-03-18 15:39:44+01","00:00:02"
"Intermediate","2021-03-18 15:39:44+01","2021-03-18 15:39:45+01","00:00:01"
"Active","2021-03-18 15:39:45+01","2021-03-18 15:39:46+01","00:00:01"
"Intermediate","2021-03-18 15:39:46+01","2021-03-18 15:39:48+01","00:00:02"
"Active","2021-03-18 15:39:48+01","2021-03-18 15:39:49+01","00:00:01"
"Intermediate","2021-03-18 15:39:49+01","2021-03-18 15:39:51+01","00:00:02"
"Active","2021-03-18 15:39:51+01","2021-03-18 15:39:52+01","00:00:01"
"Intermediate","2021-03-18 15:39:52+01","2021-03-18 15:40:00+01","00:00:08"
"Active","2021-03-18 15:40:00+01","2021-03-18 15:40:01+01","00:00:01"
"Intermediate","2021-03-18 15:40:01+01","2021-03-18 15:40:03+01","00:00:02"
"Active","2021-03-18 15:40:03+01","2021-03-18 15:40:06+01","00:00:03"
"Intermediate","2021-03-18 15:40:06+01","2021-03-18 15:40:07+01","00:00:01"
"Active","2021-03-18 15:40:07+01","2021-03-18 15:40:09+01","00:00:02"
"Intermediate","2021-03-18 15:40:09+01","2021-03-18 15:40:14+01","00:00:05"
"Active","2021-03-18 15:40:14+01","2021-03-18 15:40:15+01","00:00:01"
"Intermediate","2021-03-18 15:40:15+01","2021-03-18 15:40:19+01","00:00:04"
"Active","2021-03-18 15:40:19+01","2021-03-18 15:40:20+01","00:00:01"
"Intermediate","2021-03-18 15:40:20+01","2021-03-18 15:40:26+01","00:00:06"
"Active","2021-03-18 15:40:26+01","2021-03-18 15:40:28+01","00:00:02"
"Intermediate","2021-03-18 15:40:28+01","2021-03-18 15:40:32+01","00:00:04"
"Active","2021-03-18 15:40:32+01","2021-03-18 15:40:34+01","00:00:02"
"Intermediate","2021-03-18 15:40:34+01","2021-03-18 15:40:36+01","00:00:02"
"Active","2021-03-18 15:40:36+01","2021-03-18 15:40:37+01","00:00:01"
"Intermediate","2021-03-18 15:40:37+01","2021-03-18 15:40:38+01","00:00:01"
"Active","2021-03-18 15:40:38+01","2021-03-18 15:40:40+01","00:00:02"
"Intermediate","2021-03-18 15:40:40+01","2021-03-18 15:40:44+01","00:00:04"
"Active","2021-03-18 15:40:44+01","2021-03-18 15:40:47+01","00:00:03"
"Intermediate","2021-03-18 15:40:47+01","2021-03-18 15:40:53+01","00:00:06"
"Active","2021-03-18 15:40:53+01","2021-03-18 15:40:55+01","00:00:02"
"Intermediate","2021-03-18 15:40:55+01","2021-03-18 15:41:00+01","00:00:05"
"Active","2021-03-18 15:41:00+01","2021-03-18 15:41:01+01","00:00:01"
"Intermediate","2021-03-18 15:41:01+01","2021-03-18 15:41:02+01","00:00:01"
"Active","2021-03-18 15:41:02+01","2021-03-18 15:41:03+01","00:00:01"
"Intermediate","2021-03-18 15:41:03+01","2021-03-18 15:41:07+01","00:00:04"
"Active","2021-03-18 15:41:07+01","2021-03-18 15:41:10+01","00:00:03"
"Intermediate","2021-03-18 15:41:10+01","2021-03-18 15:41:12+01","00:00:02"
"Active","2021-03-18 15:41:12+01","2021-03-18 15:41:14+01","00:00:02"
"Intermediate","2021-03-18 15:41:14+01","2021-03-18 15:41:15+01","00:00:01"
"Active","2021-03-18 15:41:15+01","2021-03-18 15:41:16+01","00:00:01"
"Intermediate","2021-03-18 15:41:16+01","2021-03-18 15:41:18+01","00:00:02"
"Active","2021-03-18 15:41:18+01","2021-03-18 15:41:21+01","00:00:03"
"Intermediate","2021-03-18 15:41:21+01","2021-03-18 15:41:22+01","00:00:01"
